food_id;food_name;kcal;protein;carbohydrate;fiber;img_path
390;Empada, de frango, pré-cozida;377.5;7.3;35.5;2.2;NULL
391;Frango, asa, com pele, crua;213.2;18.1;0.0;0.0;NULL
392;Frango, caipira, inteiro, com pele, cozido;242.9;23.9;0.0;0.0;NULL
393;Frango, caipira, inteiro, sem pele, cozido;195.8;29.6;0.0;0.0;NULL
394;Frango, coração, cru;221.5;12.6;0.0;0.0;NULL
395;Frango, coração, grelhado;207.3;22.4;0.6;0.0;NULL
396;Frango, coxa, com pele, assada;215.1;28.5;0.1;0.0;NULL
397;Frango, coxa, com pele, crua;161.5;17.1;0.0;0.0;NULL
398;Frango, coxa, sem pele, cozida;167.4;26.9;0.0;0.0;NULL
399;Frango, coxa, sem pele, crua;119.9;17.8;0.0;0.0;NULL
400;Frango, fígado, cru;106.5;17.6;0.0;0.0;NULL
401;Frango, filé, à milanesa;220.9;28.5;7.5;1.1;NULL
402;Frango, inteiro, com pele, cru;226.3;16.4;0.0;0.0;NULL
403;Frango, inteiro, sem pele, assado;187.3;28.0;0.0;0.0;NULL
404;Frango, inteiro, sem pele, cozido;170.4;25.0;0.0;0.0;NULL
405;Frango, inteiro, sem pele, cru;129.1;20.6;0.0;0.0;NULL
406;Frango, peito, com pele, assado;211.7;33.4;0.0;0.0;NULL
407;Frango, peito, com pele, cru;149.5;20.8;0.0;0.0;NULL
408;Frango, peito, sem pele, cozido;162.9;31.5;0.0;0.0;NULL
409;Frango, peito, sem pele, cru;119.2;21.5;0.0;0.0;NULL
410;Frango, peito, sem pele, grelhado;159.2;32.0;0.0;0.0;NULL
411;Frango, sobrecoxa, com pele, assada;259.6;28.7;0.0;0.0;NULL
412;Frango, sobrecoxa, com pele, crua;254.5;15.5;0.0;0.0;NULL
413;Frango, sobrecoxa, sem pele, assada;232.9;29.2;0.0;0.0;NULL
414;Frango, sobrecoxa, sem pele, crua;161.8;17.6;0.0;0.0;NULL
415;Hambúrguer, bovino, cru;214.8;13.2;4.2;*;NULL
416;Hambúrguer, bovino, frito;258.3;20.0;6.3;*;NULL
417;Hambúrguer, bovino, grelhado;209.8;13.2;11.3;*;NULL
418;Lingüiça, frango, crua;218.1;14.2;0.0;0.0;NULL
419;Lingüiça, frango, frita;245.5;18.3;0.0;0.0;NULL
420;Lingüiça, frango, grelhada;243.7;18.2;0.0;0.0;NULL
421;Lingüiça, porco, crua;227.2;16.1;0.0;0.0;NULL
422;Lingüiça, porco, frita;279.5;20.5;0.0;0.0;NULL
423;Lingüiça, porco, grelhada;296.5;23.2;0.0;0.0;NULL
424;Mortadela;268.8;12.0;5.8;0.0;NULL
425;Peru, congelado, assado;163.1;26.2;0.0;0.0;NULL
426;Peru, congelado, cru;93.7;18.1;0.0;0.0;NULL
427;Porco, bisteca, crua;164.1;21.5;0.0;0.0;NULL
428;Porco, bisteca, frita;311.2;33.7;0.0;0.0;NULL
429;Porco, bisteca, grelhada;280.1;28.9;0.0;0.0;NULL
430;Porco, costela, assada;402.2;30.2;0.0;0.0;NULL
431;Porco, costela, crua;255.6;18.0;0.0;0.0;NULL
432;Porco, lombo, assado;210.2;35.7;0.0;0.0;NULL
433;Porco, lombo, cru;175.6;22.6;0.0;0.0;NULL
434;Porco, orelha, salgada, crua;258.5;18.5;0.0;0.0;NULL
435;Porco, pernil, assado;262.3;32.1;0.0;0.0;NULL
436;Porco, pernil, cru;186.1;20.1;0.0;0.0;NULL
437;Porco, rabo, salgado, cru;377.4;15.6;0.0;0.0;NULL
438;Presunto, com capa de gordura;127.8;14.4;1.4;0.0;NULL
439;Presunto, sem capa de gordura;93.7;14.3;2.1;0.0;NULL
440;Quibe, assado;136.2;14.6;12.9;1.9;NULL
441;Quibe, cru;109.5;12.4;10.8;1.6;NULL
442;Quibe, frito;253.8;14.9;12.3;0.0;NULL
443;Salame;397.8;25.8;2.9;0.0;NULL
444;Toucinho, cru;592.5;11.5;0.0;0.0;NULL
445;Toucinho, frito;696.6;27.3;0.0;0.0;NULL
446;Bebida láctea, pêssego;55.2;2.1;7.6;0.3;NULL
447;Creme de Leite;221.5;1.5;4.5;0.0;NULL
448;Iogurte,  tural;51.5;4.1;1.9;0.0;NULL
449;Iogurte,  tural, des tado;41.5;3.8;5.8;0.0;NULL
450;Iogurte, sabor abacaxi;*;*;*;*;NULL
451;Iogurte, sabor morango;69.6;2.7;9.7;0.2;NULL
452;Iogurte, sabor pêssego;67.8;2.5;9.4;0.7;NULL
453;Leite, condensado;312.6;7.7;57.0;0.0;NULL
454;Leite, de cabra;66.4;3.1;5.2;0.0;NULL
455;Leite, de vaca, achocolatado;82.8;2.1;14.2;0.6;NULL
456;Leite, de vaca, des tado, pó;361.6;34.7;53.0;0.0;NULL
457;Leite, de vaca, des tado, UHT;*;*;*;0.0;NULL
458;Leite, de vaca, integral;*;*;*;0.0;NULL
459;Leite, de vaca, integral, pó;496.7;25.4;39.2;0.0;NULL
460;Leite, fermentado;69.6;1.9;15.7;0.0;NULL
461;Queijo, mi s, frescal;264.3;17.4;3.2;0.0;NULL
462;Queijo, mi s, meia cura;320.7;21.2;3.6;0.0;NULL
463;Queijo, mozarela;329.9;22.6;3.0;0.0;NULL
464;Queijo, parmesão;453.0;35.6;1.7;0.0;NULL
465;Queijo, pasteurizado;303.1;9.4;5.7;0.0;NULL
466;Queijo, petit suisse, morango;121.1;5.8;18.5;0.0;NULL
467;Queijo, prato;359.9;22.7;1.9;0.0;NULL
468;Queijo, requeijão, cremoso;256.6;9.6;2.4;0.0;NULL
469;Queijo, ricota;139.7;12.6;3.8;0.0;NULL
470;Bebida isotônica, sabores variados;25.6;0.0;6.4;0.0;NULL
471;Café, infusão 1 %;9.1;0.7;1.5;0.0;NULL
472;Ca , aguardente 1;215.7;0.0;0.0;0.0;NULL
473;Ca , caldo de;65.3;0.0;18.2;0.1;NULL
474;Cerveja, pilsen 2;40.7;0.6;3.3;0.0;NULL
475;Chá, erva-doce, infusão 5%;1.4;0.0;0.4;0.0;NULL
476;Chá, mate, infusão 5%;2.7;0.0;0.6;0.0;NULL
477;Chá, preto, infusão 5%;2.2;0.0;0.6;0.0;NULL
478;Coco, água de;21.5;0.0;5.3;0.1;NULL
479;Refrigerante, tipo água tônica;30.8;0.0;8.0;0.0;NULL
480;Refrigerante, tipo cola;33.5;0.0;8.7;0.0;NULL
481;Refrigerante, tipo guaraná;38.7;0.0;10.0;0.0;NULL
482;Refrigerante, tipo laranja;45.6;0.0;11.8;0.0;NULL
483;Refrigerante, tipo limão;39.7;0.0;10.3;0.0;NULL
484;Omelete, de queijo;268.0;15.6;0.4;0.0;NULL
485;Ovo, de codor , inteiro, cru;176.9;13.7;0.8;0.0;NULL
486;Ovo, de galinha, clara, cozida/1 minutos;59.4;13.4;0.0;0.0;NULL
487;Ovo, de galinha, gema, cozida/1 minutos;352.7;15.9;1.6;0.0;NULL
488;Ovo, de galinha, inteiro, cozido/1 minutos;145.7;13.3;0.6;0.0;NULL
489;Ovo, de galinha, inteiro, cru;143.1;13.0;1.6;0.0;NULL
490;Ovo, de galinha, inteiro, frito;240.2;15.6;1.2;0.0;NULL
491;Achocolatado, pó;401.0;4.2;91.2;3.9;NULL
492;Açúcar, cristal;386.8;0.3;99.6;0.0;NULL
493;Açúcar, mascavo;368.6;0.8;94.5;0.0;NULL
494;Açúcar, refi do;386.6;0.3;99.5;0.0;NULL
495;Chocolate, ao leite;539.6;7.2;59.6;2.2;NULL
496;Chocolate, ao leite, com castanha do Pará;558.9;7.4;55.4;2.5;NULL
497;Chocolate, ao leite, dietético;556.8;6.9;56.3;2.8;NULL
498;Chocolate, meio amargo;474.9;4.9;62.4;4.9;NULL
499;Cocada branca;448.8;1.1;81.4;3.6;NULL
500;Doce, de abóbora, cremoso;198.9;0.9;54.6;2.3;NULL
501;Doce, de leite, cremoso;306.3;5.5;59.5;0.0;NULL
502;Geléia, mocotó,  tural;106.1;2.1;24.2;0.0;NULL
503;Glicose de milho;292.1;0.0;79.4;0.0;NULL
504;Maria mole;301.2;3.8;73.6;0.7;NULL
505;Maria mole, coco queimado;306.6;3.9;75.1;0.6;NULL
506;Marmelada;257.2;0.4;70.8;4.1;NULL
507;Mel, de abelha;309.2;0.0;84.0;0.0;NULL
508;Melado;296.5;0.0;76.6;0.0;NULL
509;Quindim;411.3;4.7;46.3;3.2;NULL
510;Rapadura;352.0;1.0;90.8;0.0;NULL
511;Café, pó, torrado;418.6;14.7;65.8;51.2;NULL
512;Capuccino, pó;417.4;11.3;73.6;2.4;NULL
513;Fermento em pó, químico;89.7;0.5;43.9;0.0;NULL
514;Fermento, biológico, levedura, tablete;89.8;17.0;7.7;4.2;NULL
515;Gelati , sabores variados, pó;380.2;8.9;89.2;0.0;NULL
516;Sal, dietético;0.0;0.0;0.0;0.0;NULL
517;Sal, grosso;0.0;0.0;0.0;0.0;NULL
518;Shoyu;60.9;3.3;11.6;0.0;NULL
519;Tempero a base de sal;21.3;2.7;2.1;0.6;NULL
520;Azeito , preta, conserva;194.2;1.2;5.5;4.6;NULL
521;Azeito , verde, conserva;136.9;0.9;4.1;3.8;NULL
522;Chantilly, spray, com gordura vegetal;315.0;0.5;16.9;0.0;NULL
523;Leite, de coco;166.2;1.0;2.2;0.7;NULL
524;Maionese,  adicio l com ovos;302.2;0.6;7.9;0.0;NULL
525;Acarajé;289.2;8.3;19.1;9.4;NULL
526;Arroz carreteiro;153.8;10.8;11.6;1.5;NULL
527;Baião de dois, arroz e feijão-de-corda;135.7;6.2;20.4;5.1;NULL
528;Barreado;165.0;18.3;0.2;0.1;NULL
529;Bife à cavalo, com con a filé;291.2;23.7;0.0;0.0;NULL
530;Bolinho de arroz;273.5;8.0;41.7;2.7;NULL
531;Camarão à baia ;100.8;7.9;3.2;0.4;NULL
532;Charuto, de repolho;78.2;6.8;10.1;1.5;NULL
533;Cuscuz, de milho, cozido com sal;113.5;2.2;25.3;2.1;NULL
534;Cuscuz, paulista;142.1;2.6;22.5;2.4;NULL
535;Cuxá, molho;80.1;5.6;5.7;3.0;NULL
536;Dobradinha;124.5;19.8;0.0;0.0;NULL
537;Es ogonofe de carne;173.1;15.0;3.0;0.0;NULL
538;Es ogonofe de frango;156.8;17.6;2.6;0.0;NULL
539;Feijão  opeiro mineiro;151.6;10.2;19.6;3.6;NULL
540;Feijoada;116.9;8.7;11.6;5.1;NULL
541;Frango, com açafrão;112.8;9.7;4.1;0.2;NULL
542;Macarrão, molho bolognesa;119.5;4.9;22.5;0.8;NULL
543;Maniçoba;134.2;10.0;3.4;2.2;NULL
544;Quibebe;86.3;8.6;6.6;1.7;NULL
545;Salada, de legumes, com maionese;96.1;1.1;8.9;2.2;NULL
546;Salada, de legumes, cozida no vapor;35.4;2.0;7.1;2.5;NULL
547;Salpicão, de frango;147.9;13.9;4.6;0.4;NULL
548;Sarapatel;123.0;18.5;1.1;0.0;NULL
549;Tabule;57.5;2.0;10.6;2.1;NULL
550;Tacacá;46.9;7.0;3.4;0.2;NULL
551;Tapioca, com manteiga;347.8;0.1;63.6;0.0;NULL
552;Tucupi, com pimenta-de-cheiro;27.2;2.1;4.7;0.2;NULL
553;Vaca atolada;144.9;5.1;10.1;2.3;NULL
554;Vatapá;254.9;6.0;9.7;1.7;NULL
555;Virado à paulista;306.9;10.2;14.1;2.2;NULL
556;Yakisoba;112.8;7.5;18.3;1.1;NULL
557;Amendoim, grão, cru;544.1;27.2;20.3;8.0;NULL
558;Amendoim, torrado, salgado;605.8;22.5;18.7;7.8;NULL
559;Ervilha, em vagem;88.1;7.5;14.2;9.7;NULL
560;Ervilha, enlatada, dre da;73.8;4.6;13.4;5.1;NULL
561;Feijão, carioca, cozido;76.4;4.8;13.6;8.5;NULL
562;Feijão, carioca, cru;329.0;20.0;61.2;18.4;NULL
563;Feijão, fradinho, cozido;78.0;5.1;13.5;7.5;NULL
564;Feijão, fradinho, cru;339.2;20.2;61.2;23.6;NULL
565;Feijão, jalo, cozido;92.7;6.1;16.5;13.9;NULL
566;Feijão, jalo, cru;327.9;20.1;61.5;30.3;NULL
567;Feijão, preto, cozido;77.0;4.5;14.0;8.4;NULL
568;Feijão, preto, cru;323.6;21.3;58.8;21.8;NULL
569;Feijão, rajado, cozido;84.7;5.5;15.3;9.3;NULL
570;Feijão, rajado, cru;325.8;17.3;62.9;24.0;NULL
571;Feijão, rosinha, cozido;67.9;4.5;11.8;4.8;NULL
572;Feijão, rosinha, cru;337.0;20.9;62.2;20.6;NULL
573;Feijão, roxo, cozido;76.9;5.7;12.9;11.5;NULL
574;Feijão, roxo, cru;331.4;22.2;60.0;33.8;NULL
575;Grão-de-bico, cru;354.7;21.2;57.9;12.4;NULL
576;Guandu, cru;344.1;19.0;64.0;21.3;NULL
577;Lentilha, cozida;92.6;6.3;16.3;7.9;NULL
578;Lentilha, crua;339.1;23.2;62.0;16.9;NULL
579;Paçoca, amendoim;486.9;16.0;52.4;7.3;NULL
580;Pé-de-moleque, amendoim;503.2;13.2;54.7;3.4;NULL
581;Soja, farinha;404.0;36.0;38.4;20.2;NULL
582;Soja, ex ato solúvel,  tural, fluido;39.1;2.4;4.3;0.4;NULL
583;Soja, ex ato solúvel, pó;458.9;35.7;28.5;7.3;NULL
584;Soja, queijo (tofu);64.5;6.6;2.1;0.8;NULL
585; emoço, cru;381.3;33.6;43.8;32.3;NULL
586; emoço, em conserva;120.6;11.1;12.4;14.4;NULL
587;Amêndoa, torrada, salgada;580.7;18.6;29.5;11.6;NULL
588;Castanha-de-caju, torrada, salgada;570.2;18.5;29.1;3.7;NULL
589;Castanha-do-Brasil, crua;643.0;14.5;15.1;7.9;NULL
590;Coco, cru;406.5;3.7;10.4;5.4;NULL
591;Coco,  verde, cru;0.0;0.0;0.0;0.0;NULL
592;Farinha, de mesocarpo de babaçu, crua;328.8;1.4;79.2;17.9;NULL
593;Gergelim, semente;583.5;21.2;21.6;11.9;NULL
594;Linhaça, semente;495.1;14.1;43.3;33.5;NULL
595;Pinhão, cozido;174.4;3.0;43.9;15.6;NULL
596;Pupunha, cozida;218.5;2.5;29.6;4.3;NULL
597;Noz, crua;620.1;14.0;18.4;7.2;NULL
;;;;;;
